                                                                                                                                         
{'loss': 2.1212, 'grad_norm': 0.8156980276107788, 'learning_rate': 2.9999999999999997e-05, 'epoch': 0.25}
{'loss': 0.1401, 'grad_norm': 0.2793199419975281, 'learning_rate': 0.00026, 'epoch': 5.5}
{'loss': 0.1336, 'grad_norm': 0.3376166522502899, 'learning_rate': 0.00025666666666666665, 'epoch': 5.75}
{'loss': 0.1343, 'grad_norm': 0.32149529457092285, 'learning_rate': 0.00025333333333333333, 'epoch': 6.0}
{'loss': 0.1077, 'grad_norm': 0.2930700480937958, 'learning_rate': 0.00025, 'epoch': 6.25}
{'loss': 0.1146, 'grad_norm': 0.4078831076622009, 'learning_rate': 0.0002466666666666666, 'epoch': 6.5}
{'loss': 0.0813, 'grad_norm': 0.29219284653663635, 'learning_rate': 0.0002433333333333333, 'epoch': 6.75}
{'loss': 0.0902, 'grad_norm': 0.3426043391227722, 'learning_rate': 0.00023999999999999998, 'epoch': 7.0}
{'loss': 0.0696, 'grad_norm': 0.30071693658828735, 'learning_rate': 0.00023666666666666663, 'epoch': 7.25}
{'loss': 0.0736, 'grad_norm': 0.31927725672721863, 'learning_rate': 0.0002333333333333333, 'epoch': 7.5}
{'loss': 0.0614, 'grad_norm': 0.2817201614379883, 'learning_rate': 0.00023, 'epoch': 7.75}
{'loss': 0.0601, 'grad_norm': 0.32558000087738037, 'learning_rate': 0.00022666666666666663, 'epoch': 8.0}
{'loss': 0.0402, 'grad_norm': 0.20924295485019684, 'learning_rate': 0.00022333333333333333, 'epoch': 8.25}
{'loss': 0.0472, 'grad_norm': 0.2586432695388794, 'learning_rate': 0.00021999999999999995, 'epoch': 8.5}
{'loss': 0.047, 'grad_norm': 0.31316184997558594, 'learning_rate': 0.00021666666666666666, 'epoch': 8.75}
{'loss': 0.0558, 'grad_norm': 0.41153138875961304, 'learning_rate': 0.00021333333333333333, 'epoch': 9.0}
{'loss': 0.0332, 'grad_norm': 0.22744928300380707, 'learning_rate': 0.00020999999999999998, 'epoch': 9.25}
{'loss': 0.0471, 'grad_norm': 0.49041280150413513, 'learning_rate': 0.00020666666666666666, 'epoch': 9.5}
{'loss': 0.0406, 'grad_norm': 0.24632157385349274, 'learning_rate': 0.00020333333333333333, 'epoch': 9.75}
{'loss': 0.0478, 'grad_norm': 0.4909454882144928, 'learning_rate': 0.00019999999999999998, 'epoch': 10.0}
{'loss': 0.0345, 'grad_norm': 0.23144537210464478, 'learning_rate': 0.00019666666666666666, 'epoch': 10.25}
{'loss': 0.0343, 'grad_norm': 0.24257223308086395, 'learning_rate': 0.00019333333333333333, 'epoch': 10.5}
{'loss': 0.0365, 'grad_norm': 0.27758464217185974, 'learning_rate': 0.00018999999999999998, 'epoch': 10.75}
{'loss': 0.0334, 'grad_norm': 0.18500374257564545, 'learning_rate': 0.00018666666666666666, 'epoch': 11.0}
{'loss': 0.0371, 'grad_norm': 0.2634465992450714, 'learning_rate': 0.00018333333333333334, 'epoch': 11.25}
{'loss': 0.0308, 'grad_norm': 0.2002072036266327, 'learning_rate': 0.00017999999999999998, 'epoch': 11.5}
{'loss': 0.0363, 'grad_norm': 0.23645168542861938, 'learning_rate': 0.00017666666666666666, 'epoch': 11.75}
{'loss': 0.0327, 'grad_norm': 0.19959358870983124, 'learning_rate': 0.0001733333333333333, 'epoch': 12.0}
{'loss': 0.0317, 'grad_norm': 0.22913308441638947, 'learning_rate': 0.00016999999999999999, 'epoch': 12.25}
{'loss': 0.0262, 'grad_norm': 0.17915529012680054, 'learning_rate': 0.00016666666666666666, 'epoch': 12.5}
{'loss': 0.0307, 'grad_norm': 0.2140251249074936, 'learning_rate': 0.0001633333333333333, 'epoch': 12.75}
{'loss': 0.034, 'grad_norm': 0.20817561447620392, 'learning_rate': 0.00015999999999999999, 'epoch': 13.0}
{'loss': 0.025, 'grad_norm': 0.16393446922302246, 'learning_rate': 0.00015666666666666666, 'epoch': 13.25}
{'loss': 0.0285, 'grad_norm': 0.21170340478420258, 'learning_rate': 0.0001533333333333333, 'epoch': 13.5}
{'loss': 0.0315, 'grad_norm': 0.2951688766479492, 'learning_rate': 0.00015, 'epoch': 13.75}
{'loss': 0.0266, 'grad_norm': 0.21546544134616852, 'learning_rate': 0.00014666666666666664, 'epoch': 14.0}
{'loss': 0.021, 'grad_norm': 0.12785190343856812, 'learning_rate': 0.00014333333333333334, 'epoch': 14.25}
{'loss': 0.0286, 'grad_norm': 0.20951950550079346, 'learning_rate': 0.00014, 'epoch': 14.5}
{'loss': 0.0313, 'grad_norm': 0.28815943002700806, 'learning_rate': 0.00013666666666666666, 'epoch': 14.75}
{'loss': 0.0261, 'grad_norm': 0.2114902287721634, 'learning_rate': 0.0001333333333333333, 'epoch': 15.0}
{'loss': 0.0239, 'grad_norm': 0.18953371047973633, 'learning_rate': 0.00013, 'epoch': 15.25}
{'loss': 0.0242, 'grad_norm': 0.2295541763305664, 'learning_rate': 0.00012666666666666666, 'epoch': 15.5}
{'loss': 0.0229, 'grad_norm': 0.1521560549736023, 'learning_rate': 0.0001233333333333333, 'epoch': 15.75}
{'loss': 0.0276, 'grad_norm': 0.2267666459083557, 'learning_rate': 0.00011999999999999999, 'epoch': 16.0}
{'loss': 0.0206, 'grad_norm': 0.18206705152988434, 'learning_rate': 0.00011666666666666665, 'epoch': 16.25}
{'loss': 0.0239, 'grad_norm': 0.17768841981887817, 'learning_rate': 0.00011333333333333331, 'epoch': 16.5}
{'loss': 0.0244, 'grad_norm': 0.2112196832895279, 'learning_rate': 0.00010999999999999998, 'epoch': 16.75}
{'loss': 0.0246, 'grad_norm': 0.24040041863918304, 'learning_rate': 0.00010666666666666667, 'epoch': 17.0}
{'loss': 0.0207, 'grad_norm': 0.1602238416671753, 'learning_rate': 0.00010333333333333333, 'epoch': 17.25}
{'loss': 0.02, 'grad_norm': 0.20738786458969116, 'learning_rate': 9.999999999999999e-05, 'epoch': 17.5}
{'loss': 0.02, 'grad_norm': 0.15400417149066925, 'learning_rate': 9.666666666666667e-05, 'epoch': 17.75}
{'loss': 0.0256, 'grad_norm': 0.28850069642066956, 'learning_rate': 9.333333333333333e-05, 'epoch': 18.0}
{'loss': 0.0218, 'grad_norm': 0.17984986305236816, 'learning_rate': 8.999999999999999e-05, 'epoch': 18.25}
{'loss': 0.0204, 'grad_norm': 0.13343709707260132, 'learning_rate': 8.666666666666665e-05, 'epoch': 18.5}
{'loss': 0.0165, 'grad_norm': 0.13575953245162964, 'learning_rate': 8.333333333333333e-05, 'epoch': 18.75}
{'loss': 0.0208, 'grad_norm': 0.31340351700782776, 'learning_rate': 7.999999999999999e-05, 'epoch': 19.0}
{'loss': 0.0189, 'grad_norm': 0.1275174766778946, 'learning_rate': 7.666666666666666e-05, 'epoch': 19.25}
{'loss': 0.0181, 'grad_norm': 0.20713992416858673, 'learning_rate': 7.333333333333332e-05, 'epoch': 19.5}
{'loss': 0.0193, 'grad_norm': 0.1509435921907425, 'learning_rate': 7e-05, 'epoch': 19.75}
{'loss': 0.0184, 'grad_norm': 0.1265854388475418, 'learning_rate': 6.666666666666666e-05, 'epoch': 20.0}
{'loss': 0.0192, 'grad_norm': 0.1449764221906662, 'learning_rate': 6.333333333333333e-05, 'epoch': 20.25}
{'loss': 0.0162, 'grad_norm': 0.12941887974739075, 'learning_rate': 5.9999999999999995e-05, 'epoch': 20.5}
{'loss': 0.0175, 'grad_norm': 0.16145814955234528, 'learning_rate': 5.666666666666666e-05, 'epoch': 20.75}
{'loss': 0.0183, 'grad_norm': 0.12526242434978485, 'learning_rate': 5.333333333333333e-05, 'epoch': 21.0}
{'loss': 0.0173, 'grad_norm': 0.10422872751951218, 'learning_rate': 4.9999999999999996e-05, 'epoch': 21.25}
{'loss': 0.0159, 'grad_norm': 0.10911725461483002, 'learning_rate': 4.6666666666666665e-05, 'epoch': 21.5}
{'loss': 0.0172, 'grad_norm': 0.10839083045721054, 'learning_rate': 4.333333333333333e-05, 'epoch': 21.75}
{'loss': 0.0172, 'grad_norm': 0.15656645596027374, 'learning_rate': 3.9999999999999996e-05, 'epoch': 22.0}
{'loss': 0.0159, 'grad_norm': 0.12185023725032806, 'learning_rate': 3.666666666666666e-05, 'epoch': 22.25}
{'loss': 0.0157, 'grad_norm': 0.11666913330554962, 'learning_rate': 3.333333333333333e-05, 'epoch': 22.5}
{'loss': 0.0168, 'grad_norm': 0.1040118858218193, 'learning_rate': 2.9999999999999997e-05, 'epoch': 22.75}
{'loss': 0.0165, 'grad_norm': 0.10091733932495117, 'learning_rate': 2.6666666666666667e-05, 'epoch': 23.0}
{'loss': 0.0156, 'grad_norm': 0.09548351913690567, 'learning_rate': 2.3333333333333332e-05, 'epoch': 23.25}
{'loss': 0.0163, 'grad_norm': 0.11288249492645264, 'learning_rate': 1.9999999999999998e-05, 'epoch': 23.5}
{'loss': 0.0162, 'grad_norm': 0.12157508730888367, 'learning_rate': 1.6666666666666664e-05, 'epoch': 23.75}
{'loss': 0.0153, 'grad_norm': 0.10838484764099121, 'learning_rate': 1.3333333333333333e-05, 'epoch': 24.0}
{'loss': 0.0161, 'grad_norm': 0.10607842355966568, 'learning_rate': 9.999999999999999e-06, 'epoch': 24.25}
{'loss': 0.0156, 'grad_norm': 0.10548490285873413, 'learning_rate': 6.666666666666667e-06, 'epoch': 24.5}
{'loss': 0.0147, 'grad_norm': 0.11343470215797424, 'learning_rate': 3.3333333333333333e-06, 'epoch': 24.75}
{'loss': 0.0157, 'grad_norm': 0.1002381220459938, 'learning_rate': 0.0, 'epoch': 25.0}
  warnings.warn(
/home/ubuntu/.local/lib/python3.12/site-packages/peft/utils/save_and_load.py:243: UserWarning: Could not find a config file in unsloth/meta-llama-3.1-8b-instruct-bnb-4bit - will assume that the vocabulary was not modified.
  warnings.warn(
100%|██████████████████████████████████████████████████████████████████████████████████████████████████| 100/100 [14:43<00:00,  8.83s/it]
{'train_runtime': 884.3733, 'train_samples_per_second': 0.905, 'train_steps_per_second': 0.113, 'train_loss': 0.21895179441198706, 'epoch': 25.0}
884.3733 seconds used for training.
14.74 minutes used for training.
Peak reserved memory = 7.1 GB.
Peak reserved memory for training = 1.116 GB.
Peak reserved memory % of max memory = 48.868 %.
Peak reserved memory for training % of max memory = 7.681 %.
